CarPlate,Price,Company,Number,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits
SLU979Z,3888,Carplate,979,3,SLU,Z,7,0,0
SKS6060G,3888,Carplate,6060,4,SKS,G,8,0,0
SKQ8896J,3888,Carplate,8896,4,SKQ,J,8,0,1
SLA1299B,3888,Carplate,1299,4,SLA,B,8,0,1
SLF3636Y,3888,Carplate,3636,4,SLF,Y,8,0,0
SGX733J,3888,Carplate,733,3,SGX,J,7,0,1
SDL5777Z,3888,Carplate,5777,4,SDL,Z,8,0,1
SLW5544B,3888,Carplate,5544,4,SLW,B,8,0,1
SFS1011R,3888,Carplate,1011,4,SFS,R,8,0,1
SLU4993E,3888,Carplate,4993,4,SLU,E,8,0,1
SKV6000P,3888,Carplate,6000,4,SKV,P,8,0,1
SCV3238K,3888,Carplate,3238,4,SCV,K,8,0,0
SDM7227B,3888,SGCarMart,7227,4,SDM,B,8,0,1
SBN3443M,3888,SGCarMart,3443,4,SBN,M,8,0,1
SGV2388U,3888,SGCarMart,2388,4,SGV,U,8,0,1
SGT559S,3888,SGCarMart,559,3,SGT,S,7,0,1
SFG9779U,3888,SGCarMart,9779,4,SFG,U,8,0,1
SFE9119K,3888,SGCarMart,9119,4,SFE,K,8,0,1
SDU9988H,3888,SGCarMart,9988,4,SDU,H,8,0,1
SJJ3030Y,3888,SGCarMart,3030,4,SJJ,Y,8,0,0
GBB42U,3888,SGCarMart,42,2,GBB,U,6,0,0
SLK444C,3888,SGCarMart,444,3,SLK,C,7,1,1
SMF488R,3888,SGCarMart,488,3,SMF,R,7,0,1
SGP616G,3888,SGCarMart,616,3,SGP,G,7,0,0
SNC3188R,3888,CarPlateMart,3188,4,SNC,R,8,0,1
SMN8388B,3888,CarPlateMart,8388,4,SMN,B,8,0,1
SNE237S,3888,CarPlateMart,237,3,SNE,S,7,0,0
SMQ106K,3888,CarPlateMart,106,3,SMQ,K,7,0,0
SGG8698P,3888,CarPlateMart,8698,4,SGG,P,8,0,0
SJN1666E,3888,CarPlateMart,1666,4,SJN,E,8,0,1
SKJ5888P,3888,CarPlateMart,5888,4,SKJ,P,8,0,1
SML8988E,3888,CarPlateMart,8988,4,SML,E,8,0,1
SJZ2722G,3888,CarPlateMart,2722,4,SJZ,G,8,0,1
SLT6668L,3888,CarPlateMart,6668,4,SLT,L,8,0,1
SJN730J,3888,CarPlateMart,730,3,SJN,J,7,0,0
SGH3377T,3888,CarPlateMart,3377,4,SGH,T,8,0,1
SKA9898G,3888,CarPlateMart,9898,4,SKA,G,8,0,0
SMV388L,3888,CarPlateMart,388,3,SMV,L,7,0,1
SLX6888Y,3888,CarPlateMart,6888,4,SLX,Y,8,0,1
SFG5151G,3888,CarPlateMart,5151,4,SFG,G,8,0,0
SLX4773H,3888,CarPlateMart,4773,4,SLX,H,8,0,1
SKQ2828X,3888,CarPlateMart,2828,4,SKQ,X,8,0,0
SKG922Y,3888,CarPlateMart,922,3,SKG,Y,7,0,1
SJF130H,3888,CarPlateMart,130,3,SJF,H,7,0,0
SKZ157P,3888,CarPlateMart,157,3,SKZ,P,7,0,0
SKK2238E,3888,CarPlateMart,2238,4,SKK,E,8,0,1
SLW117J,3888,CarPlateMart,117,3,SLW,J,7,0,1
SLU8887C,3888,CarPlateMart,8887,4,SLU,C,8,0,1
SMC8858U,3888,CarPlateMart,8858,4,SMC,U,8,0,1
SCK6767M,3888,CarPlateMart,6767,4,SCK,M,8,0,0
SKN107Y,3888,CarPlateMart,107,3,SKN,Y,7,0,0
SKU9933H,3888,CarPlateMart,9933,4,SKU,H,8,0,1
SLV399S,3888,CarPlateMart,399,3,SLV,S,7,0,1
SJT523J,3888,CarPlateMart,523,3,SJT,J,7,0,0
SKX3298G,3888,CarPlateMart,3298,4,SKX,G,8,0,0
SGF4343U,3888,CarPlateMart,4343,4,SGF,U,8,0,0
SLS918K,3888,CarPlateMart,918,3,SLS,K,7,0,0
SGZ2772Y,3888,CarPlateMart,2772,4,SGZ,Y,8,0,1
SJG9988K,3888,CarPlateMart,9988,4,SJG,K,8,0,1
SDQ6767U,3888,CarPlateMart,6767,4,SDQ,U,8,0,0
SKP1992R,3888,CarPlateMart,1992,4,SKP,R,8,0,1
SDL6698S,3888,CarPlateMart,6698,4,SDL,S,8,0,1
SCG1008A,3888,CarPlateMart,1008,4,SCG,A,8,0,1
SKD747C,3888,CarPlateMart,747,3,SKD,C,7,0,0
SJS822B,3888,CarPlateMart,822,3,SJS,B,7,0,1
SBE1189H,3888,CarPlateMart,1189,4,SBE,H,8,0,1
SGL2288C,3888,CarPlateMart,2288,4,SGL,C,8,0,1
SJF1268M,3888,CarPlateMart,1268,4,SJF,M,8,0,0
SCP3355L,3888,CarPlateMart,3355,4,SCP,L,8,0,1
SJF8191D,3888,CarPlateMart,8191,4,SJF,D,8,0,0
SDU7797E,3888,CarPlateMart,7797,4,SDU,E,8,0,1
SDV1828J,3888,CarPlateMart,1828,4,SDV,J,8,0,0
SJQ2088B,3888,CarPlateMart,2088,4,SJQ,B,8,0,1
SDV3881R,3881,Carplate,3881,4,SDV,R,8,0,1
SGS3881X,3881,Carplate,3881,4,SGS,X,8,0,1
SDV3881R,3881,CarPlateMart,3881,4,SDV,R,8,0,1
SMQ268B,3880,Carplate,268,3,SMQ,B,7,0,0
SMQ268B,3880,CarPlateMart,268,3,SMQ,B,7,0,0
SKG858A,3880,CarPlateMart,858,3,SKG,A,7,0,0
SJS3822G,3822,Carplate,3822,4,SJS,G,8,0,1
SGK5858T,3800,Carplate,5858,4,SGK,T,8,0,0
SKT7766T,3800,Carplate,7766,4,SKT,T,8,0,1
SJW3831J,3800,Carplate,3831,4,SJW,J,8,0,0
SGW339U,3800,Carplate,339,3,SGW,U,7,0,1
SKL4567L,3800,Carplate,4567,4,SKL,L,8,0,0
SLV3211E,3800,Carplate,3211,4,SLV,E,8,0,1
FBN96B,3800,Carplate,96,2,FBN,B,6,0,0
SKD6636A,3800,Carplate,6636,4,SKD,A,8,0,1
SFU1333B,3800,Carplate,1333,4,SFU,B,8,0,1
SKG9195U,3800,Carplate,9195,4,SKG,U,8,0,0
SNC600L,3800,SGCarMart,600,3,SNC,L,7,0,1
SNC988T,3800,SGCarMart,988,3,SNC,T,7,0,1
SNC2000E,3800,SGCarMart,2000,4,SNC,E,8,0,1
SNC5858C,3800,SGCarMart,5858,4,SNC,C,8,0,0
SNC6969J,3800,SGCarMart,6969,4,SNC,J,8,0,0
SNC8686L,3800,SGCarMart,8686,4,SNC,L,8,0,0
SNC8999J,3800,SGCarMart,8999,4,SNC,J,8,0,1
SFJ3188Z,3800,SGCarMart,3188,4,SFJ,Z,8,0,1
SMJ8000R,3800,SGCarMart,8000,4,SMJ,R,8,0,1
SMJ5000K,3800,SGCarMart,5000,4,SMJ,K,8,0,1
SMW3003Y,3800,SGCarMart,3003,4,SMW,Y,8,0,1
SDV4545E,3800,SGCarMart,4545,4,SDV,E,8,0,0
SNA992R,3800,SGCarMart,992,3,SNA,R,7,0,1
SNF8989Y,3800,SGCarMart,8989,4,SNF,Y,8,0,0
SNE8118A,3800,SGCarMart,8118,4,SNE,A,8,0,1
SNE3388U,3800,SGCarMart,3388,4,SNE,U,8,0,1
SND8838K,3800,SGCarMart,8838,4,SND,K,8,0,1
SND2626U,3800,SGCarMart,2626,4,SND,U,8,0,0
SND7788C,3800,SGCarMart,7788,4,SND,C,8,0,1
SCM6868U,3800,CarPlateMart,6868,4,SCM,U,8,0,0
SMS163J,3800,CarPlateMart,163,3,SMS,J,7,0,0
SME1838M,3800,CarPlateMart,1838,4,SME,M,8,0,0
SBQ790P,3800,CarPlateMart,790,3,SBQ,P,7,0,0
SMM1500U,3800,CarPlateMart,1500,4,SMM,U,8,0,1
SGT5050J,3800,CarPlateMart,5050,4,SGT,J,8,0,0
SGV4700M,3800,CarPlateMart,4700,4,SGV,M,8,0,1
SLK404T,3800,CarPlateMart,404,3,SLK,T,7,0,0
SJF529S,3800,CarPlateMart,529,3,SJF,S,7,0,0
SJF288L,3800,CarPlateMart,288,3,SJF,L,7,0,1
SKK2020R,3800,CarPlateMart,2020,4,SKK,R,8,0,0
SJV6800J,3800,CarPlateMart,6800,4,SJV,J,8,0,1
SKT6717R,3800,CarPlateMart,6717,4,SKT,R,8,0,0
SLR8600D,3800,CarPlateMart,8600,4,SLR,D,8,0,1
SFQ8833A,3800,CarPlateMart,8833,4,SFQ,A,8,0,1
SMV1008C,3800,CarPlateMart,1008,4,SMV,C,8,0,1
SFR9888E,3800,CarPlateMart,9888,4,SFR,E,8,0,1
SFT1788C,3800,CarPlateMart,1788,4,SFT,C,8,0,1
SMV113L,3800,CarPlateMart,113,3,SMV,L,7,0,1
SKL3232J,3800,CarPlateMart,3232,4,SKL,J,8,0,0
SLG9804J,3800,CarPlateMart,9804,4,SLG,J,8,0,0
SGB8616C,3800,CarPlateMart,8616,4,SGB,C,8,0,0
SGW8500S,3800,CarPlateMart,8500,4,SGW,S,8,0,1
SGN8787S,3800,CarPlateMart,8787,4,SGN,S,8,0,0
SKD6636A,3800,CarPlateMart,6636,4,SKD,A,8,0,1
SLD4300U,3800,CarPlateMart,4300,4,SLD,U,8,0,1
SLN1151A,3800,CarPlateMart,1151,4,SLN,A,8,0,1
SKG8799J,3800,CarPlateMart,8799,4,SKG,J,8,0,1
SMR880C,3800,CarPlateMart,880,3,SMR,C,7,0,1
SGF7666R,3800,CarPlateMart,7666,4,SGF,R,8,0,1
SMQ282J,3800,CarPlateMart,282,3,SMQ,J,7,0,0
SCM8333H,3800,CarPlateMart,8333,4,SCM,H,8,0,1
SMW6288Y,3788,CarPlateMart,6288,4,SMW,Y,8,0,1
SMH9995Z,3788,CarPlateMart,9995,4,SMH,Z,8,0,1
SMN7117Z,3788,CarPlateMart,7117,4,SMN,Z,8,0,1
SJG8884H,3788,CarPlateMart,8884,4,SJG,H,8,0,1
SMH7775U,3788,CarPlateMart,7775,4,SMH,U,8,0,1
SGY771T,3771,SGCarMart,771,3,SGY,T,7,0,1
SFJ7887M,3700,SGCarMart,7887,4,SFJ,M,8,0,1
SJN400L,3700,CarPlateMart,400,3,SJN,L,7,0,1
SJM9883S,3700,CarPlateMart,9883,4,SJM,S,8,0,1
SMT2274D,3700,CarPlateMart,2274,4,SMT,D,8,0,1
SGD6699R,3699,SGCarMart,6699,4,SGD,R,8,0,1
SKG737R,3688,Carplate,737,3,SKG,R,7,0,0
SCQ1155E,3688,Carplate,1155,4,SCQ,E,8,0,1
SMZ662Z,3688,SGCarMart,662,3,SMZ,Z,7,0,1
SND3838T,3688,SGCarMart,3838,4,SND,T,8,0,0
SNB128P,3688,SGCarMart,128,3,SNB,P,7,0,0
SKG737R,3688,CarPlateMart,737,3,SKG,R,7,0,0
SMZ727X,3688,CarPlateMart,727,3,SMZ,X,7,0,0
SMD6188C,3688,CarPlateMart,6188,4,SMD,C,8,0,1
SKQ8138P,3688,CarPlateMart,8138,4,SKQ,P,8,0,0
SGF6611H,3688,CarPlateMart,6611,4,SGF,H,8,0,1
SCM1500M,3688,CarPlateMart,1500,4,SCM,M,8,0,1
SBU9600A,3688,CarPlateMart,9600,4,SBU,A,8,0,1
SNC9996K,3666,Carplate,9996,4,SNC,K,8,0,1
SKP3666U,3666,CarPlateMart,3666,4,SKP,U,8,0,1
SMX1133M,3600,Carplate,1133,4,SMX,M,8,0,1
SKH3218Y,3600,Carplate,3218,4,SKH,Y,8,0,0
SKQ2020J,3600,SGCarMart,2020,4,SKQ,J,8,0,0
SMX1133M,3600,CarPlateMart,1133,4,SMX,M,8,0,1
SNB59E,3588,SGCarMart,59,2,SNB,E,6,0,0
SMU499E,3588,CarPlateMart,499,3,SMU,E,7,0,1
SGJ388X,3588,CarPlateMart,388,3,SGJ,X,7,0,1
SBL4141M,3588,CarPlateMart,4141,4,SBL,M,8,0,0
SKT848K,3588,CarPlateMart,848,3,SKT,K,7,0,0
FA783Y,3550,Carplate,783,3,FA,Y,6,0,0
SJK3532K,3532,Carplate,3532,4,SJK,K,8,0,0
SNC513E,3513,SGCarMart,513,3,SNC,E,7,0,0
GX1919R,3500,Carplate,1919,4,GX,R,7,0,0
GN8588L,3500,Carplate,8588,4,GN,L,7,0,1
FBE39P,3500,Carplate,39,2,FBE,P,6,0,0
SGN47J,3500,Carplate,47,2,SGN,J,6,0,0
SLQ6767A,3500,Carplate,6767,4,SLQ,A,8,0,0
SFA2227Z,3500,Carplate,2227,4,SFA,Z,8,0,1
SKR3434L,3500,Carplate,3434,4,SKR,L,8,0,0
SFJ1333J,3500,Carplate,1333,4,SFJ,J,8,0,1
SFC2882X,3500,Carplate,2882,4,SFC,X,8,0,1
FBP4444T,3500,Carplate,4444,4,FBP,T,8,1,1
SFN3344T,3500,Carplate,3344,4,SFN,T,8,0,1
SBW1515E,3500,Carplate,1515,4,SBW,E,8,0,0
SCM5252C,3500,Carplate,5252,4,SCM,C,8,0,0
SKK2424J,3500,Carplate,2424,4,SKK,J,8,0,0
SNC5000K,3500,SGCarMart,5000,4,SNC,K,8,0,1
SNC8080J,3500,SGCarMart,8080,4,SNC,J,8,0,0
SJZ7272E,3500,CarPlateMart,7272,4,SJZ,E,8,0,0
SJC9292E,3500,CarPlateMart,9292,4,SJC,E,8,0,0
SJP4545R,3500,CarPlateMart,4545,4,SJP,R,8,0,0
SCX639X,3500,CarPlateMart,639,3,SCX,X,7,0,0
SMX3003S,3500,CarPlateMart,3003,4,SMX,S,8,0,1
SKA7676T,3500,CarPlateMart,7676,4,SKA,T,8,0,0
SKD767U,3500,CarPlateMart,767,3,SKD,U,7,0,0
SNC8866J,3500,CarPlateMart,8866,4,SNC,J,8,0,1
SMD7979E,3500,CarPlateMart,7979,4,SMD,E,8,0,0
SLL1628C,3500,CarPlateMart,1628,4,SLL,C,8,0,0
SMQ7877Y,3500,CarPlateMart,7877,4,SMQ,Y,8,0,1
SLS8001C,3500,CarPlateMart,8001,4,SLS,C,8,0,1
SFZ4040A,3500,CarPlateMart,4040,4,SFZ,A,8,0,0
SCR1777E,3500,CarPlateMart,1777,4,SCR,E,8,0,1
SMH686A,3500,CarPlateMart,686,3,SMH,A,7,0,0
SKA5883A,3500,CarPlateMart,5883,4,SKA,A,8,0,1
SGV8803Z,3500,CarPlateMart,8803,4,SGV,Z,8,0,1
SLD6699G,3500,CarPlateMart,6699,4,SLD,G,8,0,1
SML848D,3500,CarPlateMart,848,3,SML,D,7,0,0
SMA1208C,3500,CarPlateMart,1208,4,SMA,C,8,0,0
SLQ7755C,3500,CarPlateMart,7755,4,SLQ,C,8,0,1
SLD1116E,3500,CarPlateMart,1116,4,SLD,E,8,0,1
SLP9339M,3500,CarPlateMart,9339,4,SLP,M,8,0,1
SFM9409K,3500,CarPlateMart,9409,4,SFM,K,8,0,0
SGM3393E,3500,CarPlateMart,3393,4,SGM,E,8,0,1
SKE3335C,3500,CarPlateMart,3335,4,SKE,C,8,0,1
SMF7839T,3500,CarPlateMart,7839,4,SMF,T,8,0,0
SKG1886G,3500,CarPlateMart,1886,4,SKG,G,8,0,1
SFS8115D,3500,CarPlateMart,8115,4,SFS,D,8,0,1
SLN8765H,3500,CarPlateMart,8765,4,SLN,H,8,0,0
SFP7733S,3500,CarPlateMart,7733,4,SFP,S,8,0,1
SKB4177G,3500,CarPlateMart,4177,4,SKB,G,8,0,1
SDV5663K,3500,CarPlateMart,5663,4,SDV,K,8,0,1
SJJ455A,3500,CarPlateMart,455,3,SJJ,A,7,0,1
SKR760P,3500,CarPlateMart,760,3,SKR,P,7,0,0
SFN7776D,3500,CarPlateMart,7776,4,SFN,D,8,0,1
SKJ3344E,3500,CarPlateMart,3344,4,SKJ,E,8,0,1
SLV3251P,3500,CarPlateMart,3251,4,SLV,P,8,0,0
SLK134Y,3500,CarPlateMart,134,3,SLK,Y,7,0,0
SJS8855D,3500,CarPlateMart,8855,4,SJS,D,8,0,1
SJE733Z,3500,CarPlateMart,733,3,SJE,Z,7,0,1
SGR752K,3500,CarPlateMart,752,3,SGR,K,7,0,0
SMP5377S,3500,CarPlateMart,5377,4,SMP,S,8,0,1
SMG353R,3500,CarPlateMart,353,3,SMG,R,7,0,0
SDS3318S,3500,CarPlateMart,3318,4,SDS,S,8,0,1
SKL9898Z,3480,CarPlateMart,9898,4,SKL,Z,8,0,0
SMZ8900J,3480,CarPlateMart,8900,4,SMZ,J,8,0,1
SLV2448X,3448,CarPlateMart,2448,4,SLV,X,8,0,1
SMV4545Z,3400,CarPlateMart,4545,4,SMV,Z,8,0,0
SJS6300B,3400,CarPlateMart,6300,4,SJS,B,8,0,1
SML339G,3399,Carplate,339,3,SML,G,7,0,1
SNE399H,3399,SGCarMart,399,3,SNE,H,7,0,1
SLB52Y,3388,Carplate,52,2,SLB,Y,6,0,0
SMX9994S,3388,Carplate,9994,4,SMX,S,8,0,1
SMQ9090L,3388,Carplate,9090,4,SMQ,L,8,0,0
SFQ1668G,3388,Carplate,1668,4,SFQ,G,8,0,1
SCQ9922E,3388,Carplate,9922,4,SCQ,E,8,0,1
SMN2228U,3388,Carplate,2228,4,SMN,U,8,0,1
SGG205G,3388,Carplate,205,3,SGG,G,7,0,0
SCG7788S,3388,Carplate,7788,4,SCG,S,8,0,1
SKD3344L,3388,Carplate,3344,4,SKD,L,8,0,1
SDD3223K,3388,Carplate,3223,4,SDD,K,8,0,1
SML8811G,3388,Carplate,8811,4,SML,G,8,0,1
SMY9988E,3388,SGCarMart,9988,4,SMY,E,8,0,1
SGN998P,3388,SGCarMart,998,3,SGN,P,7,0,1
SDN131J,3388,CarPlateMart,131,3,SDN,J,7,0,0
SNA844K,3388,CarPlateMart,844,3,SNA,K,7,0,1
SCU9881T,3388,CarPlateMart,9881,4,SCU,T,8,0,1
SMA6868P,3388,CarPlateMart,6868,4,SMA,P,8,0,0
SKE8108P,3388,CarPlateMart,8108,4,SKE,P,8,0,0
SGV878K,3388,CarPlateMart,878,3,SGV,K,7,0,0
SMH5585A,3388,CarPlateMart,5585,4,SMH,A,8,0,1
SMD7171T,3388,CarPlateMart,7171,4,SMD,T,8,0,0
SLD4455G,3388,CarPlateMart,4455,4,SLD,G,8,0,1
SDZ1401S,3380,Carplate,1401,4,SDZ,S,8,0,0
SJJ5583E,3369,Carplate,5583,4,SJJ,E,8,0,1
SMZ3344Y,3344,Carplate,3344,4,SMZ,Y,8,0,1
SMD3338G,3338,CarPlateMart,3338,4,SMD,G,8,0,1
SKD3373C,3333,Carplate,3373,4,SKD,C,8,0,1
SLE3331G,3331,CarPlateMart,3331,4,SLE,G,8,0,1
SGY1993M,3330,CarPlateMart,1993,4,SGY,M,8,0,1
SMM3303J,3303,Carplate,3303,4,SMM,J,8,0,1
SMU868Z,3300,Carplate,868,3,SMU,Z,7,0,0
SLW9111R,3300,Carplate,9111,4,SLW,R,8,0,1
SNC8818Z,3300,SGCarMart,8818,4,SNC,Z,8,0,1
SNE1221E,3300,SGCarMart,1221,4,SNE,E,8,0,1
SJE6133R,3300,CarPlateMart,6133,4,SJE,R,8,0,1
SGK3300Z,3300,CarPlateMart,3300,4,SGK,Z,8,0,1
SGH2636C,3300,CarPlateMart,2636,4,SGH,C,8,0,0
SNA1300G,3300,CarPlateMart,1300,4,SNA,G,8,0,1
SFS1962X,3300,CarPlateMart,1962,4,SFS,X,8,0,0
SMY3494C,3300,CarPlateMart,3494,4,SMY,C,8,0,0
SFK298D,3300,CarPlateMart,298,3,SFK,D,7,0,0
SKC2810U,3300,CarPlateMart,2810,4,SKC,U,8,0,0
SMN8878D,3300,CarPlateMart,8878,4,SMN,D,8,0,1
SCM6299L,3300,CarPlateMart,6299,4,SCM,L,8,0,1
SMF6699J,3300,CarPlateMart,6699,4,SMF,J,8,0,1
SGQ3737R,3300,CarPlateMart,3737,4,SGQ,R,8,0,0
SJH3300D,3300,CarPlateMart,3300,4,SJH,D,8,0,1
SJL9911E,3300,CarPlateMart,9911,4,SJL,E,8,0,1
SLL191B,3288,Carplate,191,3,SLL,B,7,0,0
SFD6060U,3288,Carplate,6060,4,SFD,U,8,0,0
SNE8080Z,3288,SGCarMart,8080,4,SNE,Z,8,0,0
SMX9994S,3288,CarPlateMart,9994,4,SMX,S,8,0,1
SGD8885G,3288,CarPlateMart,8885,4,SGD,G,8,0,1
SJP6663U,3288,CarPlateMart,6663,4,SJP,U,8,0,1
SLW9777U,3288,CarPlateMart,9777,4,SLW,U,8,0,1
SJV8700B,3288,CarPlateMart,8700,4,SJV,B,8,0,1
SLS323B,3238,CarPlateMart,323,3,SLS,B,7,0,0
SJT3211P,3211,Carplate,3211,4,SJT,P,8,0,1
SMY3313S,3200,Carplate,3313,4,SMY,S,8,0,1
SKA2282D,3200,SGCarMart,2282,4,SKA,D,8,0,1
SKP1008H,3200,SGCarMart,1008,4,SKP,H,8,0,1
SFL5050M,3200,CarPlateMart,5050,4,SFL,M,8,0,0
SDT7788L,3200,CarPlateMart,7788,4,SDT,L,8,0,1
SMW4833L,3200,CarPlateMart,4833,4,SMW,L,8,0,1
SLX1990S,3200,CarPlateMart,1990,4,SLX,S,8,0,1
SMK644E,3200,CarPlateMart,644,3,SMK,E,7,0,1
SMH7002C,3200,CarPlateMart,7002,4,SMH,C,8,0,1
SDQ6767U,3188,Carplate,6767,4,SDQ,U,8,0,0
SMY1088E,3188,SGCarMart,1088,4,SMY,E,8,0,1
SMM4999U,3188,CarPlateMart,4999,4,SMM,U,8,0,1
SJR316B,3160,Carplate,316,3,SJR,B,7,0,0
SJR316V,3160,CarPlateMart,316,3,SJR,V,7,0,0
SJM3111G,3111,Carplate,3111,4,SJM,G,8,0,1
SMU868Z,3100,CarPlateMart,868,3,SMU,Z,7,0,0
SMT7899T,3100,CarPlateMart,7899,4,SMT,T,8,0,1
SMV8868R,3088,Carplate,8868,4,SMV,R,8,0,1
SNA43E,3088,SGCarMart,43,2,SNA,E,6,0,0
SBQ9955Y,3088,CarPlateMart,9955,4,SBQ,Y,8,0,1
SBK3030L,3030,Carplate,3030,4,SBK,L,8,0,0
SGS576Y,3009,Carplate,576,3,SGS,Y,7,0,0
SMQ3005Z,3005,CarPlateMart,3005,4,SMQ,Z,8,0,1
SLH211Z,3000,Carplate,211,3,SLH,Z,7,0,1
SMM1500U,3000,Carplate,1500,4,SMM,U,8,0,1
SMY5333X,3000,Carplate,5333,4,SMY,X,8,0,1
SFP399U,3000,Carplate,399,3,SFP,U,7,0,1
SND3773X,3000,Carplate,3773,4,SND,X,8,0,1
SLV768K,3000,Carplate,768,3,SLV,K,7,0,0
SLF6242E,3000,Carplate,6242,4,SLF,E,8,0,0
SMV6336Y,3000,Carplate,6336,4,SMV,Y,8,0,1
GBG71J,3000,Carplate,71,2,GBG,J,6,0,0
GT678G,3000,Carplate,678,3,GT,G,6,0,0
GU1000A,3000,Carplate,1000,4,GU,A,7,0,1
SLM113Y,3000,Carplate,113,3,SLM,Y,7,0,1
SGJ3222X,3000,Carplate,3222,4,SGJ,X,8,0,1
SMV1008C,3000,Carplate,1008,4,SMV,C,8,0,1
SLV4886B,3000,Carplate,4886,4,SLV,B,8,0,1
SGC3399G,3000,Carplate,3399,4,SGC,G,8,0,1
SLZ6612R,3000,Carplate,6612,4,SLZ,R,8,0,1
SGQ1688L,3000,Carplate,1688,4,SGQ,L,8,0,1
SKH250Y,3000,Carplate,250,3,SKH,Y,7,0,0
SKQ5577A,3000,Carplate,5577,4,SKQ,A,8,0,1
SKH2008T,3000,Carplate,2008,4,SKH,T,8,0,1
SCA105R,3000,Carplate,105,3,SCA,R,7,0,0
SMZ2221K,3000,Carplate,2221,4,SMZ,K,8,0,1
SKK1400J,3000,Carplate,1400,4,SKK,J,8,0,1
SKA1733B,3000,Carplate,1733,4,SKA,B,8,0,1
SJN1868P,3000,Carplate,1868,4,SJN,P,8,0,0
SGJ7799Y,3000,Carplate,7799,4,SGJ,Y,8,0,1
SGW5530A,3000,Carplate,5530,4,SGW,A,8,0,1
SFT5885D,3000,Carplate,5885,4,SFT,D,8,0,1
GQ998Z,3000,Carplate,998,3,GQ,Z,6,0,1
SJT875T,3000,Carplate,875,3,SJT,T,7,0,0
SKF3988T,3000,Carplate,3988,4,SKF,T,8,0,1
FX4949P,3000,Carplate,4949,4,FX,P,7,0,0
SLL5353T,3000,Carplate,5353,4,SLL,T,8,0,0
SJT486H,3000,Carplate,486,3,SJT,H,7,0,0
SKQ357B,3000,Carplate,357,3,SKQ,B,7,0,0
SME4457J,3000,Carplate,4457,4,SME,J,8,0,1
SJL8977Y,3000,Carplate,8977,4,SJL,Y,8,0,1
SDD5558G,3000,Carplate,5558,4,SDD,G,8,0,1
SLW8884A,3000,Carplate,8884,4,SLW,A,8,0,1
SDD8887L,3000,Carplate,8887,4,SDD,L,8,0,1
SKH4144U,3000,Carplate,4144,4,SKH,U,8,0,1
SGJ2101T,3000,Carplate,2101,4,SGJ,T,8,0,0
SLZ4004J,3000,Carplate,4004,4,SLZ,J,8,0,1
SKK4422B,3000,Carplate,4422,4,SKK,B,8,0,1
SKS7979A,3000,Carplate,7979,4,SKS,A,8,0,0
SLD7979S,3000,Carplate,7979,4,SLD,S,8,0,0
SLW3818A,3000,Carplate,3818,4,SLW,A,8,0,0
SJF6000K,3000,Carplate,6000,4,SJF,K,8,0,1
FBM543H,3000,Carplate,543,3,FBM,H,7,0,0
SGD2007P,3000,Carplate,2007,4,SGD,P,8,0,1
FBD5775U,3000,Carplate,5775,4,FBD,U,8,0,1
SKE512H,3000,Carplate,512,3,SKE,H,7,0,0
SJE2068Y,3000,Carplate,2068,4,SJE,Y,8,0,0
SJU1997M,3000,Carplate,1997,4,SJU,M,8,0,1
SLS5155L,3000,Carplate,5155,4,SLS,L,8,0,1
SLR3332K,3000,SGCarMart,3332,4,SLR,K,8,0,1
SNA1414L,3000,CarPlateMart,1414,4,SNA,L,8,0,0
SFZ811T,3000,CarPlateMart,811,3,SFZ,T,7,0,1
SFP399U,3000,CarPlateMart,399,3,SFP,U,7,0,1
SNB7755H,3000,CarPlateMart,7755,4,SNB,H,8,0,1
SKF788Z,3000,CarPlateMart,788,3,SKF,Z,7,0,1
SLT355D,3000,CarPlateMart,355,3,SLT,D,7,0,1
SLB991L,3000,CarPlateMart,991,3,SLB,L,7,0,1
SMZ1170U,3000,CarPlateMart,1170,4,SMZ,U,8,0,1
SMG8228S,3000,CarPlateMart,8228,4,SMG,S,8,0,1
SMS5933X,3000,CarPlateMart,5933,4,SMS,X,8,0,1
SMH9466J,3000,CarPlateMart,9466,4,SMH,J,8,0,1
SGG8488D,3000,CarPlateMart,8488,4,SGG,D,8,0,1
SML4141H,3000,CarPlateMart,4141,4,SML,H,8,0,0
SDH6111J,3000,CarPlateMart,6111,4,SDH,J,8,0,1
SMY518M,3000,CarPlateMart,518,3,SMY,M,7,0,0
SJZ8133Z,3000,CarPlateMart,8133,4,SJZ,Z,8,0,1
SGL9191B,3000,CarPlateMart,9191,4,SGL,B,8,0,0
SGJ3033A,3000,CarPlateMart,3033,4,SGJ,A,8,0,1
SLN2136M,3000,CarPlateMart,2136,4,SLN,M,8,0,0
SLU4696M,3000,CarPlateMart,4696,4,SLU,M,8,0,0
SLW335X,3000,CarPlateMart,335,3,SLW,X,7,0,1
SCP1286R,3000,CarPlateMart,1286,4,SCP,R,8,0,0
SJX890C,3000,CarPlateMart,890,3,SJX,C,7,0,0
SKT4484A,3000,CarPlateMart,4484,4,SKT,A,8,0,1
SKH9020K,3000,CarPlateMart,9020,4,SKH,K,8,0,0
SJM4008R,3000,CarPlateMart,4008,4,SJM,R,8,0,1
SCQ9922E,3000,CarPlateMart,9922,4,SCQ,E,8,0,1
SLS6488U,3000,CarPlateMart,6488,4,SLS,U,8,0,1
