,CarPlate,Price,Company,Number,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits,Auspicious,First Letter,suffix_number,first_letter,Antique,Price Range,Natural_break,number_group
2890,SKH250Y,3000,Carplate,250,3,SKH,Y,7,0,0,0,S,3,18,0,2,1,3
2891,SKQ5577A,3000,Carplate,5577,4,SKQ,A,8,0,1,0,S,1,18,0,2,1,30
2892,SKH2008T,3000,Carplate,2008,4,SKH,T,8,0,1,1,S,6,18,0,2,1,15
2893,SCA105R,3000,Carplate,105,3,SCA,R,7,0,0,0,S,8,18,0,2,1,2
2894,SMZ2221K,3000,Carplate,2221,4,SMZ,K,8,0,1,0,S,12,18,0,2,1,16
2895,SKK1400J,3000,Carplate,1400,4,SKK,J,8,0,1,0,S,13,18,0,2,1,12
2896,SKA1733B,3000,Carplate,1733,4,SKA,B,8,0,1,0,S,19,18,0,2,1,14
2897,SJN1868P,3000,Carplate,1868,4,SJN,P,8,0,0,1,S,9,18,0,2,1,14
2898,SGJ7799Y,3000,Carplate,7799,4,SGJ,Y,8,0,1,0,S,3,18,0,2,1,39
2899,SGW5530A,3000,Carplate,5530,4,SGW,A,8,0,1,0,S,1,18,0,2,1,30
2900,SFT5885D,3000,Carplate,5885,4,SFT,D,8,0,1,1,S,17,18,0,2,1,31
2901,GQ998Z,3000,Carplate,998,3,GQ,Z,6,0,1,1,G,2,6,0,2,1,10
2902,SJT875T,3000,Carplate,875,3,SJT,T,7,0,0,1,S,6,18,0,2,1,9
2903,SKF3988T,3000,Carplate,3988,4,SKF,T,8,0,1,1,S,6,18,0,2,1,25
2905,SLL5353T,3000,Carplate,5353,4,SLL,T,8,0,0,0,S,6,18,0,2,1,29
2906,SJT486H,3000,Carplate,486,3,SJT,H,7,0,0,1,S,14,18,0,2,1,6
2907,SKQ357B,3000,Carplate,357,3,SKQ,B,7,0,0,0,S,19,18,0,2,1,4
2908,SME4457J,3000,Carplate,4457,4,SME,J,8,0,1,0,S,13,18,0,2,1,26
2909,SJL8977Y,3000,Carplate,8977,4,SJL,Y,8,0,1,1,S,3,18,0,2,1,46
2910,SDD5558G,3000,Carplate,5558,4,SDD,G,8,0,1,1,S,15,18,0,2,1,30
2911,SLW8884A,3000,Carplate,8884,4,SLW,A,8,0,1,1,S,1,18,0,2,1,45
2912,SDD8887L,3000,Carplate,8887,4,SDD,L,8,0,1,1,S,11,18,0,2,1,45
2913,SKH4144U,3000,Carplate,4144,4,SKH,U,8,0,1,0,S,5,18,0,2,1,25
2914,SGJ2101T,3000,Carplate,2101,4,SGJ,T,8,0,0,0,S,6,18,0,2,1,15
2915,SLZ4004J,3000,Carplate,4004,4,SLZ,J,8,0,1,0,S,13,18,0,2,1,25
2916,SKK4422B,3000,Carplate,4422,4,SKK,B,8,0,1,0,S,19,18,0,2,1,26
2917,SKS7979A,3000,Carplate,7979,4,SKS,A,8,0,0,0,S,1,18,0,2,1,40
2918,SLD7979S,3000,Carplate,7979,4,SLD,S,8,0,0,0,S,7,18,0,2,1,40
2919,SLW3818A,3000,Carplate,3818,4,SLW,A,8,0,0,1,S,1,18,0,2,1,24
2920,SJF6000K,3000,Carplate,6000,4,SJF,K,8,0,1,0,S,12,18,0,2,1,31
2922,SGD2007P,3000,Carplate,2007,4,SGD,P,8,0,1,0,S,9,18,0,2,1,15
2924,SKE512H,3000,Carplate,512,3,SKE,H,7,0,0,0,S,14,18,0,2,1,6
2925,SJE2068Y,3000,Carplate,2068,4,SJE,Y,8,0,0,1,S,3,18,0,2,1,15
2926,SJU1997M,3000,Carplate,1997,4,SJU,M,8,0,1,0,S,10,18,0,2,1,15
2927,SLS5155L,3000,Carplate,5155,4,SLS,L,8,0,1,0,S,11,18,0,2,1,28
2928,SLR3332K,3000,SGCarMart,3332,4,SLR,K,8,0,1,0,S,12,18,0,2,1,22
2929,SNA1414L,3000,CarPlateMart,1414,4,SNA,L,8,0,0,0,S,11,18,0,2,1,12
2930,SFZ811T,3000,CarPlateMart,811,3,SFZ,T,7,0,1,1,S,6,18,0,2,1,8
2931,SFP399U,3000,CarPlateMart,399,3,SFP,U,7,0,1,0,S,5,18,0,2,1,5
2932,SNB7755H,3000,CarPlateMart,7755,4,SNB,H,8,0,1,0,S,14,18,0,2,1,39
2933,SKF788Z,3000,CarPlateMart,788,3,SKF,Z,7,0,1,1,S,2,18,0,2,1,8
2934,SLT355D,3000,CarPlateMart,355,3,SLT,D,7,0,1,0,S,17,18,0,2,1,4
2935,SLB991L,3000,CarPlateMart,991,3,SLB,L,7,0,1,0,S,11,18,0,2,1,10
2936,SMZ1170U,3000,CarPlateMart,1170,4,SMZ,U,8,0,1,0,S,5,18,0,2,1,11
2937,SMG8228S,3000,CarPlateMart,8228,4,SMG,S,8,0,1,1,S,7,18,0,2,1,42
2938,SMS5933X,3000,CarPlateMart,5933,4,SMS,X,8,0,1,0,S,4,18,0,2,1,31
2939,SMH9466J,3000,CarPlateMart,9466,4,SMH,J,8,0,1,0,S,13,18,0,2,1,48
2940,SGG8488D,3000,CarPlateMart,8488,4,SGG,D,8,0,1,1,S,17,18,0,2,1,43
2941,SML4141H,3000,CarPlateMart,4141,4,SML,H,8,0,0,0,S,14,18,0,2,1,25
2942,SDH6111J,3000,CarPlateMart,6111,4,SDH,J,8,0,1,0,S,13,18,0,2,1,32
2943,SMY518M,3000,CarPlateMart,518,3,SMY,M,7,0,0,1,S,10,18,0,2,1,6
2944,SJZ8133Z,3000,CarPlateMart,8133,4,SJZ,Z,8,0,1,1,S,2,18,0,2,1,41
2945,SGL9191B,3000,CarPlateMart,9191,4,SGL,B,8,0,0,0,S,19,18,0,2,1,47
2946,SGJ3033A,3000,CarPlateMart,3033,4,SGJ,A,8,0,1,0,S,1,18,0,2,1,20
2947,SLN2136M,3000,CarPlateMart,2136,4,SLN,M,8,0,0,0,S,10,18,0,2,1,15
2948,SLU4696M,3000,CarPlateMart,4696,4,SLU,M,8,0,0,0,S,10,18,0,2,1,27
2949,SLW335X,3000,CarPlateMart,335,3,SLW,X,7,0,1,0,S,4,18,0,2,1,4
2950,SCP1286R,3000,CarPlateMart,1286,4,SCP,R,8,0,0,1,S,8,18,0,2,1,12
2951,SJX890C,3000,CarPlateMart,890,3,SJX,C,7,0,0,1,S,18,18,0,2,1,9
2952,SKT4484A,3000,CarPlateMart,4484,4,SKT,A,8,0,1,1,S,1,18,0,2,1,26
2953,SKH9020K,3000,CarPlateMart,9020,4,SKH,K,8,0,0,0,S,12,18,0,2,1,46
2954,SJM4008R,3000,CarPlateMart,4008,4,SJM,R,8,0,1,1,S,8,18,0,2,1,25
2955,SCQ9922E,3000,CarPlateMart,9922,4,SCQ,E,8,0,1,0,S,16,18,0,2,1,50
2956,SLS6488U,3000,CarPlateMart,6488,4,SLS,U,8,0,1,1,S,5,18,0,2,1,33
2957,SJC2397H,3000,CarPlateMart,2397,4,SJC,H,8,0,0,0,S,14,18,0,2,1,17
2958,SJV2524H,3000,CarPlateMart,2524,4,SJV,H,8,0,0,0,S,14,18,0,2,1,17
2959,SLP2017M,3000,CarPlateMart,2017,4,SLP,M,8,0,0,0,S,10,18,0,2,1,15
2960,SFG7600P,3000,CarPlateMart,7600,4,SFG,P,8,0,1,0,S,9,18,0,2,1,39
2961,SKB991Z,3000,CarPlateMart,991,3,SKB,Z,7,0,1,0,S,2,18,0,2,1,10
2962,SJA989Z,3000,CarPlateMart,989,3,SJA,Z,7,0,0,1,S,2,18,0,2,1,10
2963,SMC194D,2999,Carplate,194,3,SMC,D,7,0,0,0,S,17,18,0,2,1,3
2964,SMU7097K,2999,CarPlateMart,7097,4,SMU,K,8,0,0,0,S,12,18,0,2,1,37
2965,SJT2998J,2998,CarPlateMart,2998,4,SJT,J,8,0,1,1,S,13,18,0,2,1,20
2966,SMW200P,2988,SGCarMart,200,3,SMW,P,7,0,1,0,S,9,18,0,2,1,3
2967,GU966U,2988,SGCarMart,966,3,GU,U,6,0,1,0,G,5,6,0,2,1,10
2968,SNC918X,2988,CarPlateMart,918,3,SNC,X,7,0,0,1,S,4,18,0,2,1,9
2969,SLC903L,2988,CarPlateMart,903,3,SLC,L,7,0,0,0,S,11,18,0,2,1,9
2970,SMZ3988P,2988,CarPlateMart,3988,4,SMZ,P,8,0,1,1,S,9,18,0,2,1,25
2971,SMX969A,2969,CarPlateMart,969,3,SMX,A,7,0,0,0,S,1,18,0,2,1,10
2972,SKA9099X,2900,CarPlateMart,9099,4,SKA,X,8,0,1,0,S,4,18,0,2,1,47
2973,SKD6788U,2900,CarPlateMart,6788,4,SKD,U,8,0,1,1,S,5,18,0,2,1,35
2974,SCA105R,2900,CarPlateMart,105,3,SCA,R,7,0,0,0,S,8,18,0,2,1,2
2975,SGC1161M,2900,CarPlateMart,1161,4,SGC,M,8,0,1,0,S,10,18,0,2,1,11
2976,SMK1880H,2900,CarPlateMart,1880,4,SMK,H,8,0,1,1,S,14,18,0,2,1,14
2977,SJC7400Z,2900,CarPlateMart,7400,4,SJC,Z,8,0,1,0,S,2,18,0,2,1,38
2978,SJN755M,2899,CarPlateMart,755,3,SJN,M,7,0,1,0,S,10,18,0,2,1,8
2979,GBK8890M,2888,Carplate,8890,4,GBK,M,8,0,1,1,G,10,6,0,2,1,45
2980,SGF9911Y,2888,Carplate,9911,4,SGF,Y,8,0,1,0,S,3,18,0,2,1,50
2981,SJK362D,2888,Carplate,362,3,SJK,D,7,0,0,0,S,17,18,0,2,1,4
2982,SLU8668T,2888,Carplate,8668,4,SLU,T,8,0,1,1,S,6,18,0,2,1,44
2983,SKF3388A,2888,Carplate,3388,4,SKF,A,8,0,1,1,S,1,18,0,2,1,22
2984,SNE611U,2888,Carplate,611,3,SNE,U,7,0,1,0,S,5,18,0,2,1,7
2985,SCY9695T,2888,Carplate,9695,4,SCY,T,8,0,0,0,S,6,18,0,2,1,49
2986,SFP212A,2888,Carplate,212,3,SFP,A,7,0,0,0,S,1,18,0,2,1,3
2987,SJX798L,2888,Carplate,798,3,SJX,L,7,0,0,1,S,11,18,0,2,1,8
2988,SLP4343H,2888,Carplate,4343,4,SLP,H,8,0,0,0,S,14,18,0,2,1,26
2989,SNB3113L,2888,Carplate,3113,4,SNB,L,8,0,1,0,S,11,18,0,2,1,20
2990,GV7888K,2888,Carplate,7888,4,GV,K,7,0,1,1,G,12,6,0,2,1,40
2991,SLQ8567Y,2888,Carplate,8567,4,SLQ,Y,8,0,0,1,S,3,18,0,2,1,44
2992,SFE6669J,2888,Carplate,6669,4,SFE,J,8,0,1,0,S,13,18,0,2,1,34
2993,SMS5959Y,2888,Carplate,5959,4,SMS,Y,8,0,0,0,S,3,18,0,2,1,31
2994,SKB2665C,2888,Carplate,2665,4,SKB,C,8,0,1,0,S,18,18,0,2,1,18
2995,SMR2002H,2888,Carplate,2002,4,SMR,H,8,0,1,0,S,14,18,0,2,1,15
2996,SKL940T,2888,Carplate,940,3,SKL,T,7,0,0,0,S,6,18,0,2,1,10
2997,SLR9990X,2888,Carplate,9990,4,SLR,X,8,0,1,0,S,4,18,0,2,1,50
2998,SDZ4321M,2888,Carplate,4321,4,SDZ,M,8,0,0,0,S,10,18,0,2,1,26
2999,SLM2244P,2888,Carplate,2244,4,SLM,P,8,0,1,0,S,9,18,0,2,1,16
3000,SGL2992C,2888,Carplate,2992,4,SGL,C,8,0,1,0,S,18,18,0,2,1,20
3003,SDX9500R,2888,Carplate,9500,4,SDX,R,8,0,1,0,S,8,18,0,2,1,48
3004,SGT2380B,2888,Carplate,2380,4,SGT,B,8,0,0,1,S,19,18,0,2,1,17
3006,SGF923Y,2888,Carplate,923,3,SGF,Y,7,0,0,0,S,3,18,0,2,1,9
3007,SMF993Z,2888,Carplate,993,3,SMF,Z,7,0,1,0,S,2,18,0,2,1,10
3008,AZ8201K,2888,Carplate,8201,4,AZ,K,7,0,0,1,A,12,0,0,2,1,41
3009,SFF8033A,2888,Carplate,8033,4,SFF,A,8,0,1,1,S,1,18,0,2,1,40
3011,SME1228Z,2888,Carplate,1228,4,SME,Z,8,0,1,1,S,2,18,0,2,1,11
3012,SFP1995S,2888,Carplate,1995,4,SFP,S,8,0,1,0,S,7,18,0,2,1,15
3013,SGE9955B,2888,Carplate,9955,4,SGE,B,8,0,1,0,S,19,18,0,2,1,50
3014,SJL782U,2888,Carplate,782,3,SJL,U,7,0,0,1,S,5,18,0,2,1,8
3015,SFH252B,2888,Carplate,252,3,SFH,B,7,0,0,0,S,19,18,0,2,1,3
3016,SLS3268H,2888,Carplate,3268,4,SLS,H,8,0,0,1,S,14,18,0,2,1,21
3017,SJC522B,2888,Carplate,522,3,SJC,B,7,0,1,0,S,19,18,0,2,1,6
3018,SBH3232L,2888,SGCarMart,3232,4,SBH,L,8,0,0,0,S,11,18,0,2,1,21
3019,SMY5000G,2888,SGCarMart,5000,4,SMY,G,8,0,1,0,S,15,18,0,2,1,28
3020,SDR8787T,2888,SGCarMart,8787,4,SDR,T,8,0,0,1,S,6,18,0,2,1,45
3021,SGH866T,2888,SGCarMart,866,3,SGH,T,7,0,1,1,S,6,18,0,2,1,9
3022,SCU848A,2888,SGCarMart,848,3,SCU,A,7,0,0,1,S,1,18,0,2,1,9
3023,SBN3222J,2888,SGCarMart,3222,4,SBN,J,8,0,1,0,S,13,18,0,2,1,21
3024,SNA991T,2888,SGCarMart,991,3,SNA,T,7,0,1,0,S,6,18,0,2,1,10
3025,SNA8833P,2888,SGCarMart,8833,4,SNA,P,8,0,1,1,S,9,18,0,2,1,45
3026,SNA103R,2888,SGCarMart,103,3,SNA,R,7,0,0,0,S,8,18,0,2,1,2
3027,SBN1080P,2888,SGCarMart,1080,4,SBN,P,8,0,0,1,S,9,18,0,2,1,11
3028,SNC399T,2888,CarPlateMart,399,3,SNC,T,7,0,1,0,S,6,18,0,2,1,5
3029,SNC686P,2888,CarPlateMart,686,3,SNC,P,7,0,0,1,S,9,18,0,2,1,7
3030,SLS8887S,2888,CarPlateMart,8887,4,SLS,S,8,0,1,1,S,7,18,0,2,1,45
3031,SJB6116G,2888,CarPlateMart,6116,4,SJB,G,8,0,1,0,S,15,18,0,2,1,32
3032,SNF2288B,2888,CarPlateMart,2288,4,SNF,B,8,0,1,1,S,19,18,0,2,1,16
3033,SDU2929A,2888,CarPlateMart,2929,4,SDU,A,8,0,0,0,S,1,18,0,2,1,19
3034,SKN6779T,2888,CarPlateMart,6779,4,SKN,T,8,0,1,0,S,6,18,0,2,1,35
3035,SLS7779Z,2888,CarPlateMart,7779,4,SLS,Z,8,0,1,0,S,2,18,0,2,1,39
3036,SJE4777X,2888,CarPlateMart,4777,4,SJE,X,8,0,1,0,S,4,18,0,2,1,27
3037,SMF1788T,2888,CarPlateMart,1788,4,SMF,T,8,0,1,1,S,6,18,0,2,1,14
3038,SLR2181K,2888,CarPlateMart,2181,4,SLR,K,8,0,0,1,S,12,18,0,2,1,16
3039,SNB2992Y,2888,CarPlateMart,2992,4,SNB,Y,8,0,1,0,S,3,18,0,2,1,20
3040,SMS5111B,2888,CarPlateMart,5111,4,SMS,B,8,0,1,0,S,19,18,0,2,1,28
3041,SMY3130X,2888,CarPlateMart,3130,4,SMY,X,8,0,0,0,S,4,18,0,2,1,21
3042,SGR7973T,2888,CarPlateMart,7973,4,SGR,T,8,0,0,0,S,6,18,0,2,1,40
3043,SGS1169H,2888,CarPlateMart,1169,4,SGS,H,8,0,1,0,S,14,18,0,2,1,11
3044,SMU4424U,2888,CarPlateMart,4424,4,SMU,U,8,0,1,0,S,5,18,0,2,1,26
3045,SMS238C,2888,CarPlateMart,238,3,SMS,C,7,0,0,1,S,18,18,0,2,1,3
3046,SMS2878S,2878,Carplate,2878,4,SMS,S,8,0,0,1,S,7,18,0,2,1,19
3047,SGR1811S,2811,SGCarMart,1811,4,SGR,S,8,0,1,1,S,7,18,0,2,1,14
3048,SKX764Y,2800,Carplate,764,3,SKX,Y,7,0,0,0,S,3,18,0,2,1,8
3049,SGH8839U,2800,Carplate,8839,4,SGH,U,8,0,1,1,S,5,18,0,2,1,45
3050,SGH9779C,2800,Carplate,9779,4,SGH,C,8,0,1,0,S,18,18,0,2,1,49
3051,SLN508L,2800,Carplate,508,3,SLN,L,7,0,0,1,S,11,18,0,2,1,6
3052,SNA831Y,2800,SGCarMart,831,3,SNA,Y,7,0,0,1,S,3,18,0,2,1,8
3053,SLS2020Z,2800,CarPlateMart,2020,4,SLS,Z,8,0,0,0,S,2,18,0,2,1,15
3054,SNF1129J,2800,CarPlateMart,1129,4,SNF,J,8,0,1,0,S,13,18,0,2,1,11
3055,SFN2288B,2800,CarPlateMart,2288,4,SFN,B,8,0,1,1,S,19,18,0,2,1,16
3056,SKS2020Z,2800,CarPlateMart,2020,4,SKS,Z,8,0,0,0,S,2,18,0,2,1,15
3057,SFN1229J,2800,CarPlateMart,1229,4,SFN,J,8,0,1,0,S,13,18,0,2,1,11
3058,SMZ2498T,2800,CarPlateMart,2498,4,SMZ,T,8,0,0,1,S,6,18,0,2,1,17
3059,SNA929A,2800,CarPlateMart,929,3,SNA,A,7,0,0,0,S,1,18,0,2,1,9
3060,SNE1331X,2800,CarPlateMart,1331,4,SNE,X,8,0,1,0,S,4,18,0,2,1,12
3061,SKZ268C,2800,CarPlateMart,268,3,SKZ,C,7,0,0,1,S,18,18,0,2,1,4
3062,SGP988H,2800,CarPlateMart,988,3,SGP,H,7,0,1,1,S,14,18,0,2,1,10
3063,SJX5522H,2800,CarPlateMart,5522,4,SJX,H,8,0,1,0,S,14,18,0,2,1,30
3064,SKP180Z,2800,CarPlateMart,180,3,SKP,Z,7,0,0,1,S,2,18,0,2,1,3
3065,SLW112Y,2800,CarPlateMart,112,3,SLW,Y,7,0,1,0,S,3,18,0,2,1,2
3066,SMZ837L,2800,CarPlateMart,837,3,SMZ,L,7,0,0,1,S,11,18,0,2,1,9
3067,SMZ2644M,2800,CarPlateMart,2644,4,SMZ,M,8,0,1,0,S,10,18,0,2,1,18
3068,SLV1161D,2800,CarPlateMart,1161,4,SLV,D,8,0,1,0,S,17,18,0,2,1,11
3069,SMZ9291B,2800,CarPlateMart,9291,4,SMZ,B,8,0,0,0,S,19,18,0,2,1,48
3070,SLU3004S,2800,CarPlateMart,3004,4,SLU,S,8,0,1,0,S,7,18,0,2,1,20
3071,SMU9222C,2800,CarPlateMart,9222,4,SMU,C,8,0,1,0,S,18,18,0,2,1,47
3072,SGJ126K,2800,CarPlateMart,126,3,SGJ,K,7,0,0,0,S,12,18,0,2,1,2
3073,SJX396M,2800,CarPlateMart,396,3,SJX,M,7,0,0,0,S,10,18,0,2,1,5
3074,SMS8175Y,2800,CarPlateMart,8175,4,SMS,Y,8,0,0,1,S,3,18,0,2,1,41
3075,SKX764Y,2800,CarPlateMart,764,3,SKX,Y,7,0,0,0,S,3,18,0,2,1,8
3076,SJP2999C,2800,CarPlateMart,2999,4,SJP,C,8,0,1,0,S,18,18,0,2,1,20
3077,SKE1300X,2800,CarPlateMart,1300,4,SKE,X,8,0,1,0,S,4,18,0,2,1,12
3078,SKR9489P,2800,CarPlateMart,9489,4,SKR,P,8,0,0,1,S,9,18,0,2,1,48
3079,SLV232P,2800,CarPlateMart,232,3,SLV,P,7,0,0,0,S,9,18,0,2,1,3
3080,SKX2020Y,2800,CarPlateMart,2020,4,SKX,Y,8,0,0,0,S,3,18,0,2,1,15
3081,SJE2008X,2800,CarPlateMart,2008,4,SJE,X,8,0,1,1,S,4,18,0,2,1,15
3082,SJC695K,2800,CarPlateMart,695,3,SJC,K,7,0,0,0,S,12,18,0,2,1,7
3083,SFL6600U,2800,CarPlateMart,6600,4,SFL,U,8,0,1,0,S,5,18,0,2,1,34
3084,SFM9909E,2800,CarPlateMart,9909,4,SFM,E,8,0,1,0,S,16,18,0,2,1,50
3085,SKL2636J,2788,CarPlateMart,2636,4,SKL,J,8,0,0,0,S,13,18,0,2,1,18
3086,SCE2323T,2777,SGCarMart,2323,4,SCE,T,8,0,0,0,S,6,18,0,2,1,16
3087,SNA368T,2688,Carplate,368,3,SNA,T,7,0,0,1,S,6,18,0,2,1,5
3088,SLA951H,2688,Carplate,951,3,SLA,H,7,0,0,0,S,14,18,0,2,1,10
3089,SNC918X,2688,Carplate,918,3,SNC,X,7,0,0,1,S,4,18,0,2,1,9
3090,SKD8618P,2688,Carplate,8618,4,SKD,P,8,0,0,1,S,9,18,0,2,1,44
3091,SFT6000J,2688,Carplate,6000,4,SFT,J,8,0,1,0,S,13,18,0,2,1,31
3092,SMD1777K,2688,Carplate,1777,4,SMD,K,8,0,1,0,S,12,18,0,2,1,14
3093,SMV6118K,2688,CarPlateMart,6118,4,SMV,K,8,0,1,1,S,12,18,0,2,1,32
3094,SFP3268U,2688,CarPlateMart,3268,4,SFP,U,8,0,0,1,S,5,18,0,2,1,21
3095,SGE2332U,2688,CarPlateMart,2332,4,SGE,U,8,0,1,0,S,5,18,0,2,1,16
3096,SLT995G,2688,CarPlateMart,995,3,SLT,G,7,0,1,0,S,15,18,0,2,1,10
3097,SMV4888J,2688,CarPlateMart,4888,4,SMV,J,8,0,1,1,S,13,18,0,2,1,27
3098,SGW9595L,2688,CarPlateMart,9595,4,SGW,L,8,0,0,0,S,11,18,0,2,1,49
3099,SNE1331X,2600,Carplate,1331,4,SNE,X,8,0,1,0,S,4,18,0,2,1,12
3100,SMZ1668B,2600,CarPlateMart,1668,4,SMZ,B,8,0,1,1,S,19,18,0,2,1,13
3101,SMQ991X,2599,Carplate,991,3,SMQ,X,7,0,1,0,S,4,18,0,2,1,10
3102,SMZ885Y,2588,Carplate,885,3,SMZ,Y,7,0,1,1,S,3,18,0,2,1,9
3103,SGE6644T,2588,Carplate,6644,4,SGE,T,8,0,1,0,S,6,18,0,2,1,34
3104,SKK5225Y,2588,CarPlateMart,5225,4,SKK,Y,8,0,1,0,S,3,18,0,2,1,29
3105,SLN5558J,2588,CarPlateMart,5558,4,SLN,J,8,0,1,1,S,13,18,0,2,1,30
3106,SKQ9088T,2588,CarPlateMart,9088,4,SKQ,T,8,0,1,1,S,6,18,0,2,1,47
3107,SJV1974Z,2588,CarPlateMart,1974,4,SJV,Z,8,0,0,0,S,2,18,0,2,1,15
3108,SJW255S,2555,Carplate,255,3,SJW,S,7,0,1,0,S,7,18,0,2,1,3
3109,SMW567G,2500,Carplate,567,3,SMW,G,7,0,0,0,S,15,18,0,2,1,6
3110,SMW345E,2500,Carplate,345,3,SMW,E,7,0,0,0,S,16,18,0,2,1,4
3111,SMX9171A,2500,Carplate,9171,4,SMX,A,8,0,0,0,S,1,18,0,2,1,47
3112,SLM9127Z,2500,Carplate,9127,4,SLM,Z,8,0,0,0,S,2,18,0,2,1,47
3113,SLP6900L,2500,Carplate,6900,4,SLP,L,8,0,1,0,S,11,18,0,2,1,35
3115,SMF4644E,2500,Carplate,4644,4,SMF,E,8,0,1,0,S,16,18,0,2,1,27
3116,SMV4545Z,2500,Carplate,4545,4,SMV,Z,8,0,0,0,S,2,18,0,2,1,26
3117,SMT1669B,2500,Carplate,1669,4,SMT,B,8,0,1,0,S,19,18,0,2,1,13
3118,SJX2717H,2500,Carplate,2717,4,SJX,H,8,0,0,0,S,14,18,0,2,1,18
3119,SLS9184B,2500,Carplate,9184,4,SLS,B,8,0,0,1,S,19,18,0,2,1,47
3120,GBK740R,2500,Carplate,740,3,GBK,R,7,0,0,0,G,8,6,0,2,1,8
3121,SKE845Y,2500,Carplate,845,3,SKE,Y,7,0,0,1,S,3,18,0,2,1,9
3122,SGL7787X,2500,Carplate,7787,4,SGL,X,8,0,1,1,S,4,18,0,2,1,39
3124,SKK2300H,2500,Carplate,2300,4,SKK,H,8,0,1,0,S,14,18,0,2,1,16
3125,SGF2929T,2500,SGCarMart,2929,4,SGF,T,8,0,0,0,S,6,18,0,2,1,19
3126,SNE611U,2500,CarPlateMart,611,3,SNE,U,7,0,1,0,S,5,18,0,2,1,7
3127,SLF628R,2500,CarPlateMart,628,3,SLF,R,7,0,0,1,S,8,18,0,2,1,7
3128,SNC9996K,2500,CarPlateMart,9996,4,SNC,K,8,0,1,0,S,12,18,0,2,1,50
3129,SMZ916S,2500,CarPlateMart,916,3,SMZ,S,7,0,0,0,S,7,18,0,2,1,9
3130,SMP7188H,2500,CarPlateMart,7188,4,SMP,H,8,0,1,1,S,14,18,0,2,1,37
3131,SMY5438C,2500,CarPlateMart,5438,4,SMY,C,8,0,0,1,S,18,18,0,2,1,29
3132,SGJ122X,2500,CarPlateMart,122,3,SGJ,X,7,0,1,0,S,4,18,0,2,1,2
3133,SFS9991J,2500,CarPlateMart,9991,4,SFS,J,8,0,1,0,S,13,18,0,2,1,50
3134,SFE608A,2500,CarPlateMart,608,3,SFE,A,7,0,0,1,S,1,18,0,2,1,7
3135,SDS2820P,2500,CarPlateMart,2820,4,SDS,P,8,0,0,1,S,9,18,0,2,1,19
3136,SMA221U,2500,CarPlateMart,221,3,SMA,U,7,0,1,0,S,5,18,0,2,1,3
3137,SLV2125C,2500,CarPlateMart,2125,4,SLV,C,8,0,0,0,S,18,18,0,2,1,15
3138,SMY4440B,2500,CarPlateMart,4440,4,SMY,B,8,0,1,0,S,19,18,0,2,1,26
3139,SJF314U,2500,CarPlateMart,314,3,SJF,U,7,0,0,0,S,5,18,0,2,1,4
3140,SFE6088K,2500,CarPlateMart,6088,4,SFE,K,8,0,1,1,S,12,18,0,2,1,32
3141,SGK7111B,2500,CarPlateMart,7111,4,SGK,B,8,0,1,0,S,19,18,0,2,1,37
3142,SMS2010D,2500,CarPlateMart,2010,4,SMS,D,8,0,0,0,S,17,18,0,2,1,15
3143,SJT6088J,2500,CarPlateMart,6088,4,SJT,J,8,0,1,1,S,13,18,0,2,1,32
3144,SMA9200X,2500,CarPlateMart,9200,4,SMA,X,8,0,1,0,S,4,18,0,2,1,47
3145,SKM8186X,2500,CarPlateMart,8186,4,SKM,X,8,0,0,1,S,4,18,0,2,1,41
3146,SGD8540B,2500,CarPlateMart,8540,4,SGD,B,8,0,0,1,S,19,18,0,2,1,44
3147,SGQ121L,2499,SGCarMart,121,3,SGQ,L,7,0,0,0,S,11,18,0,2,1,2
3148,GZ9918Z,2488,SGCarMart,9918,4,GZ,Z,7,0,1,1,G,2,6,0,2,1,50
3149,SNB896E,2488,CarPlateMart,896,3,SNB,E,7,0,0,1,S,16,18,0,2,1,9
3150,SMT4161H,2488,CarPlateMart,4161,4,SMT,H,8,0,0,0,S,14,18,0,2,1,25
3151,SLF4442H,2444,CarPlateMart,4442,4,SLF,H,8,0,1,0,S,14,18,0,2,1,26
3152,SKQ3467Y,2400,CarPlateMart,3467,4,SKQ,Y,8,0,0,0,S,3,18,0,2,1,22
3153,SKK5225Y,2388,Carplate,5225,4,SKK,Y,8,0,1,0,S,3,18,0,2,1,29
3154,SLD200B,2388,Carplate,200,3,SLD,B,7,0,1,0,S,19,18,0,2,1,3
3155,SMU9222C,2388,Carplate,9222,4,SMU,C,8,0,1,0,S,18,18,0,2,1,47
3156,SLU8883M,2388,Carplate,8883,4,SLU,M,8,0,1,1,S,10,18,0,2,1,45
3157,SLG599K,2388,Carplate,599,3,SLG,K,7,0,1,0,S,12,18,0,2,1,7
3158,YM9981U,2388,Carplate,9981,4,YM,U,7,0,1,1,Y,5,24,0,2,1,50
3159,SGK9951E,2388,Carplate,9951,4,SGK,E,8,0,1,0,S,16,18,0,2,1,50
3160,SGT6228H,2388,Carplate,6228,4,SGT,H,8,0,1,1,S,14,18,0,2,1,32
3161,SJF5228C,2388,Carplate,5228,4,SJF,C,8,0,1,1,S,18,18,0,2,1,29
3162,SMS5959Y,2388,SGCarMart,5959,4,SMS,Y,8,0,0,0,S,3,18,0,2,1,31
